"Subject","n_trials","n_explores","n_corrects","n_selects","n_outoftimes","StartDate","StartTime","tm_accuracy","tm_select_made","tm_nodesturns_count","tm_nodes_count","tm_turns_count","tm_average_RT","tm_trial_duration","tm_path_dist_trav","tm_euc_dist_trav","tm_path_efficiencies","tm_path_efficiencies_acc_only","ts_accuracy","ts_select_made","ts_nodesturns_count","ts_nodes_count","ts_turns_count","ts_average_RT","ts_trial_duration","ts_path_dist_trav","ts_euc_dist_trav","ts_path_efficiencies","ts_path_efficiencies_acc_only","em_nodesturns_count","em_nodes_count","em_turns_count","em_average_RT","em_trial_duration","em_path_dist_trav","em_euc_dist_trav","em_path_efficiencies","em_path_efficiencies_acc_only","es_nodesturns_count","es_nodes_count","es_turns_count","es_average_RT","es_trial_duration","es_path_dist_trav","es_euc_dist_trav","es_path_efficiencies","es_path_efficiencies_acc_only","enodes_A","enodes_B","enodes_C","enodes_D","enodes_E","enodes_F","enodes_G","enodes_H","enodes_I","enodes_J","enodes_K","enodes_L","enodes_M","enodes_N","enodes_O","enodes_P","enodes_Q","enodes_R","enodes_S","enodes_T","enodes_U","enodes_V","enodes_W","enodes_X","enodes_Y","enodes_Z","lm_bwstair","lm_person","lm_philsbar","lm_starrynight","obj_chair","obj_chicken","obj_clock","obj_guitar","obj_lamp","obj_snowman","obj_spaceship","obj_trophy","obj_umbrella"
"53","48","2","31","40","8","2017-11-08","15:56:48","0.645833333333333","0.833333333333333","12.9583333333333","7.25","5.70833333333333","459.658245540579","32397.2083333333","21.9895833333333","8.77190756802778","1.26059727020339","1.16137934592105","0.483321105250062","0.376621788577355","4.61707438607229","2.53905661824196","2.39643647973787","241.397147864045","11766.2473725598","8.81200799642613","3.50117641524954","0.618073266585951","0.297199408981051","163.5","91.5","72","502.922549613695","483789.5","302.25","11.8759231149411","NaN","NaN","2.12132034355964","3.53553390593274","1.4142135623731","95.1429259911613","2158.79700296253","4.59619407771256","5.72711972426056",NA,NA,"10","14","17","16","20","11","27","24","2","20","4","8","20","4","3","4","10","27","13","13","23","8","6","12","6","5","24","20","26","37","2","3","6","5","4","2","4","3","4"
"54","48","2","10","29","19","2017-11-20","13:56:26","0.208333333333333","0.604166666666667","12.9166666666667","7.45833333333333","5.45833333333333","876.719559820859","37819.3958333333","22.6875","9.39862634832813","1.27970794334123","1.10875641732785","0.410414079086058","0.49420399497827","4.03090894840787","1.8901574102336","2.40529852469663","333.996558389352","10437.0488629517","7.46543453296306","2.92988814214114","0.582464225971857","0.145659374514292","148.5","84","64.5","896.973229945537","482243","276.875","9.83219426420705","NaN","NaN","13.4350288425444","9.89949493661167","3.53553390593274","398.51814958362","2838.3266196828","8.30850467894193","5.62080171343811",NA,NA,"8","14","14","14","23","16","19","18","3","8","1","6","20","2","4","4","10","25","8","21","22","8","5","16","4","4","21","23","28","30","2","5","5","4","1","3","3","4","4"
"55","48","2","10","39","9","2018-03-07","15:19:21","0.208333333333333","0.8125","14.0833333333333","7.41666666666667","6.66666666666667","356.958453714114","34492.0625","22.328125","8.97436491821487","1.28931008696821","1.17345606760544","0.410414079086058","0.394442779605583","3.64856913564601","1.96602345534084","2.05595485227909","149.51744203502","9070.73527810024","7.51295976927075","4.04576128886969","0.627355861116237","0.126828426906295","166.5","84.5","82","484.940641691666","482751","275.75","11.4086211558665","NaN","NaN","10.6066017177982","2.12132034355964","12.7279220613579","144.754412467953","1781.9090885901","11.3137084989848","3.57934723711327",NA,NA,"6","8","14","16","14","11","19","15","3","18","4","4","21","4","4","8","24","30","10","22","29","8","4","21","8","8","22","25","34","36","4","3","4","3","4","3","2","4","4"
"56","48","2","47","46","2","2018-02-13","12:07:36","0.979166666666667","0.958333333333333","12.875","7.625","5.25","271.681779097128","30127.5208333333","21.8854166666667","8.88983929920715","1.04981544536873","1.04981544536873","0.144337567297406","0.201940936523459","3.38724139312792","2.0589710299389","1.76851903423969","177.044281295112","8536.62859604369","6.99333998015356","3.86637536357018","0.131780151179501","0.131780151179501","156.5","81.5","75","705.06061734525","481584.5","267.625","9.875","NaN","NaN","4.94974746830583","2.12132034355964","2.82842712474619","81.99448496544","132.228968081884","9.36916485072175","2.65165042944955",NA,NA,"10","8","16","19","27","13","21","16","3","19","2","8","26","2","6","6","10","23","13","14","13","8","3","19","2","6","17","25","33","31","3","4","3","5","2","3","4","6","4"
"57","48","2","44","45","3","2018-02-14","10:25:46","0.916666666666667","0.9375","12.6041666666667","7.35416666666667","5.25","353.054561795095","30597.4583333333","21.21875","9.4524199060274","1.10791830561256","1.03085135504054","0.279310193865464","0.244623027395041","3.35641388752894","1.89612800687077","1.78050913110757","195.46766164824","8228.97870387725","6.40387702547814","3.67071324788862","0.454545171057963","0.0888257601693766","164","88.5","75.5","449.778390214437","480171.5","284.125","5.17884362846499","NaN","NaN","12.7279220613579","6.36396103067893","6.36396103067893","120.503189956111","94.0452018978108","11.8440385848747","0.960029866105758",NA,NA,"6","12","17","15","21","11","20","21","4","16","4","6","24","4","4","8","14","22","12","21","18","8","5","21","6","8","21","25","28","31","4","3","5","3","4","4","3","4","4"
"58","48","2","8","37","11","2018-02-23","10:16:15","0.166666666666667","0.770833333333333","14.3125","7.79166666666667","6.52083333333333","291.717169919523","34253.9791666667","24","8.91390853811077","1.29760297566996","1.15811003298963","0.376621788577355","0.424744395393794","3.75956227646761","1.62373791687422","2.52636803751807","66.3522732535813","9094.04029416503","7.22031707914578","3.58046490372944","0.449010559513984","0.210371124597344","178.5","94.5","84","345.850273328248","482437.5","302.25","10.1513834033862","NaN","NaN","9.19238815542512","2.12132034355964","7.07106781186548","48.5017629792934","641.345850536199","7.07106781186548","5.74663640705667",NA,NA,"4","20","23","17","27","13","26","24","4","15","2","12","27","2","5","6","10","27","16","18","15","12","4","18","4","6","28","26","35","32","3","4","4","2","2","4","6","5","6"
"59","48","2","44","44","4","2018-03-06","12:21:13","0.916666666666667","0.916666666666667","12.8125","7.27083333333333","5.54166666666667","217.571326301014","29047.875","20.828125","9.09269835304922","1.09729522683389","1.03893321475153","0.279310193865464","0.279310193865464","3.68814229891165","1.92120954070366","2.15325911647786","96.8538452279362","8616.80254817617","6.84928095503928","3.06032837795083","0.269986012401724","0.10500187022768","180","97","83","257.972964535464","481944.5","310.75","5.5","NaN","NaN","4.24264068711928","1.4142135623731","2.82842712474619","51.2231225133194","320.319371877506","8.83883476483184","1.4142135623731",NA,NA,"8","14","31","23","25","15","22","22","7","17","4","6","21","2","5","8","15","37","10","14","14","8","4","16","4","8","28","31","28","45","4","5","4","4","4","7","3","5","4"
"60","48","2","11","27","21","2018-03-09","11:56:27","0.229166666666667","0.5625","15.2083333333333","7.85416666666667","7.35416666666667","320.353238803662","37053.625","25.65625","9.62094834968803","1.59026851052041","1.32030723905724","0.424744395393794","0.501328023587394","4.51926530148964","2.05239438096957","3.03518083399251","134.448247861729","10799.3903504545","8.58710453888283","3.38230827931282","0.80027697214123","0.464831000839957","189","100","89","326.213315217391","483737.5","313.75","7.82331913042239","NaN","NaN","5.65685424949238","1.4142135623731","4.24264068711928","8.16823621419598","1536.54303551837","3.88908729652601","1.44615198618057",NA,NA,"8","22","23","31","22","15","22","25","4","19","2","6","22","0","5","8","19","31","11","18","18","8","2","23","2","12","29","26","40","49","4","5","2","4","2","4","3","5","4"
"61","48","2","2","34","14","2018-07-24","09:59:06","0.0416666666666667","0.708333333333333","12.3541666666667","6.9375","5.41666666666667","677.340702795298","33739.4791666667","20.6510416666667","9.25893189275636","1.2436939445963","1","0.201940936523459","0.459339643185104","4.53585987688057","2.51299812464476","2.32317952826883","195.752805587738","13226.8028429536","9.84666208473678","3.61274237162154","0.434173770550958","0","160.5","87.5","73","561.774076257861","480453","292.375","9.5411147660808","NaN","NaN","0.707106781186548","4.94974746830583","4.24264068711928","25.5543776737893","527.501658765165","15.3795724908074","4.30078574692455",NA,NA,"8","12","16","12","27","17","26","20","3","13","3","10","22","4","4","2","11","20","12","17","21","10","4","17","6","4","21","22","24","37","1","5","4","4","3","3","5","4","5"
"62","48","2","45","43","5","2018-07-25","10:05:00","0.9375","0.895833333333333","13.9166666666667","8.20833333333333","5.70833333333333","302.504286694755","33723.5416666667","24.9322916666667","9.1706122585377","1.25472028998737","1.23048060292998","0.244623027395041","0.308709278188584","3.47534375053708","2.10327336911972","1.67533208309651","100.82836881914","8552.91484706855","7.50757411582529","3.72136242086999","0.362717236582529","0.328890486360271","181.5","97","84.5","395.620781855062","482946","298.5","7.78019253464867","NaN","NaN","9.19238815542512","0","9.19238815542512","26.7723953249356","1103.08657865101","2.47487373415292","0.74980547316911",NA,NA,"10","16","23","16","26","18","26","28","3","0","0","8","20","6","3","10","15","27","13","20","18","12","3","25","4","13","32","23","28","31","5","5","3","5","0","3","4","3","6"
"64","48","2","18","27","21","2018-10-17","16:15:53","0.375","0.5625","15","7.89583333333333","7.10416666666667","621.781203083409","40664.6458333333","25.640625","8.55048310168355","1.62083165883241","1.25036549667252","0.489246054790082","0.501328023587394","2.60114541054677","1.65336000035689","1.98118364935769","264.134556615369","7243.03562929358","6.26644777255585","3.66697730161282","0.925273445822457","0.291735056997123","168.5","83.5","85","444.571540600271","481519.5","267.875","4.91966716353861","NaN","NaN","2.12132034355964","3.53553390593274","1.4142135623731","75.6764056860293","2140.41222665168","10.0762716319083","6.95746002503787",NA,NA,"8","13","16","14","17","11","22","27","4","16","2","8","16","4","4","6","15","29","8","24","27","10","6","20","4","6","25","23","33","38","3","3","6","4","2","4","4","4","5"
"65","48","2","20","34","14","2018-10-18","17:04:36","0.416666666666667","0.708333333333333","14.6458333333333","7.79166666666667","6.85416666666667","438.574218665876","36480.875","23.484375","9.51742883550986","1.31619860387884","1.1414649285614","0.498223795452014","0.459339643185104","3.99195778413983","1.86750867534324","2.55983363267036","176.171921120593","9184.20253924721","7.25548329878418","3.29418514551651","0.551570151063109","0.228449839752114","164","90.5","73.5","512.666717003927","481379.5","298.25","8.9554522368147","NaN","NaN","12.7279220613579","7.77817459305202","4.94974746830583","222.530412240584","1093.89419049559","13.0814754519511","0.315832975259351",NA,NA,"12","15","24","21","14","4","28","25","5","29","6","8","24","2","4","4","14","27","15","13","9","6","1","12","2","4","22","22","41","27","2","1","1","6","6","5","4","4","3"
"66","48","2","47","48","0","2018-10-19","13:36:38","0.979166666666667","1","12.5625","7.54166666666667","5.02083333333333","285.673982107898","28857.6041666667","20.8958333333333","9.00403846621778","1.02879139946036","1.02879139946036","0.144337567297406","0","3.44504732388828","2.22135030175805","1.45118562434723","139.090159158225","8244.25410155741","6.93699482219214","3.65266583600042","0.0870863132436351","0.0870863132436351","165","87","78","571.594737626715","485619","278.75","5.90451218436603","NaN","NaN","11.3137084989848","9.89949493661167","1.4142135623731","269.590995899887","3412.49732600628","35.3553390593274","5.01482519429604",NA,NA,"10","14","20","13","19","15","22","28","4","12","2","8","16","6","3","6","13","21","12","23","23","9","4","19","2","6","28","19","21","39","3","4","4","5","2","4","4","3","5"
"67","48","2","11","25","23","2018-11-02","11:58:56","0.229166666666667","0.520833333333333","14.7291666666667","7.47916666666667","7.25","438.104030053176","36848.8541666667","23.5833333333333","8.3572845406686","1.63230255957357","1.20183095965659","0.424744395393794","0.504852341308647","5.00101939962854","2.42319977779806","3.01415102192619","228.379695243517","12772.6945256812","9.32642855028366","3.6554845564721","1.03864137153045","0.283971631502488","177","99","78","410.823514211887","481146.5","314.5","9.82127010967288","NaN","NaN","5.65685424949238","5.65685424949238","0","36.0407027637799","197.282791951047","7.07106781186548","2.82140157823956",NA,NA,"8","21","24","17","12","8","27","26","3","13","2","10","15","4","2","10","21","22","14","21","21","10","3","26","4","10","30","26","30","35","5","2","3","4","2","3","5","2","5"
"68","48","2","44","43","5","2018-10-23","13:18:56","0.916666666666667","0.895833333333333","12.9375","7.29166666666667","5.64583333333333","363.36131836233","31452.0208333333","21.0885416666667","9.02302527086925","1.06722062786525","1.04757401827724","0.279310193865464","0.308709278188584","3.09017833266295","1.64973670798517","2.12872535363435","179.838326087185","8986.46387627284","5.8755917726709","3.24166104696483","0.190355692454384","0.111639259842564","159","83.5","75.5","656.737005819788","482506","267.125","8.05231614366596","NaN","NaN","9.89949493661167","4.94974746830583","4.94974746830583","152.320279843377","9.89949493661167","14.6724657096209","1.77000266805255",NA,NA,"6","9","17","18","22","13","19","17","4","14","3","6","16","2","3","6","14","33","8","19","23","10","5","21","2","8","24","26","30","41","3","4","5","3","3","4","3","3","5"
"69","48","2","34","44","4","2018-10-23","15:45:25","0.708333333333333","0.916666666666667","12.9791666666667","7.47916666666667","5.5","347.34381900949","31737.6875","21.8697916666667","9.20224566743626","1.17999149488634","1.20074532354114","0.459339643185104","0.279310193865464","3.42388098404542","1.83337362947333","1.96782631996117","139.237630231073","8167.93212497131","7.16225136647164","3.88082817563912","0.568318233048122","0.651035002602583","161.5","93","68.5","479.055544769745","483360","305.5","1.5","NaN","NaN","3.53553390593274","7.07106781186548","3.53553390593274","140.241865664467","537.401153701776","16.9705627484771","2.12132034355964",NA,NA,"9","10","16","12","16","19","24","19","3","14","3","8","18","8","4","8","12","18","8","21","21","10","5","23","6","8","17","14","33","28","4","5","5","5","3","3","4","4","5"
"70","48","2","42","43","5","2018-10-29","10:47:20","0.875","0.895833333333333","13.1041666666667","7.41666666666667","5.6875","322.09545180956","31965.0833333333","22.4947916666667","9.50271126111847","1.18460784259342","1.06768989399542","0.334218682391596","0.308709278188584","3.42232708767521","1.97681597991308","1.94778925418624","95.1303808890292","9099.92937506691","7.53281642945911","3.41994922512697","0.6091683576122","0.240051174284264","165.5","91","74.5","482.835078728461","481006","289.5","10.8124642304007","NaN","NaN","16.2634559672906","5.65685424949238","10.6066017177982","175.531013051913","1262.89271119917","12.7279220613579","5.85715242525001",NA,NA,"10","17","18","21","17","11","23","22","4","21","5","6","16","4","4","8","11","27","6","18","17","8","4","21","4","8","22","22","28","38","4","3","4","5","5","4","3","4","4"
"71","48","2","21","39","9","2018-11-02","14:51:41","0.4375","0.8125","14.1041666666667","7.66666666666667","6.4375","459.312430733754","35372.125","22.75","9.73034467075792","1.20074690357708","1.11524241999205","0.501328023587394","0.394442779605583","3.6799605879789","1.75442702452885","2.42246796961896","139.161765884894","8975.11741551833","6.20397950529559","3.39822808720718","0.47473015246201","0.232897522974835","162","85.5","76.5","650.688484708063","481392.5","263.5","7.24271405932453","NaN","NaN","7.07106781186548","6.36396103067893","0.707106781186548","190.026755752721","0.707106781186548","18.7383297014435","6.90732843505545",NA,NA,"8","10","22","18","16","17","19","18","4","10","2","6","15","4","3","8","9","26","8","16","15","16","3","35","6","10","17","15","37","29","4","5","3","4","2","4","3","3","8"
"72","48","2","44","43","5","2018-11-06","10:01:19","0.916666666666667","0.895833333333333","13.125","7.54166666666667","5.58333333333333","421.521326825444","32339.4166666667","21.7447916666667","9.27076850681521","1.21554342683095","1.0725781654286","0.279310193865464","0.308709278188584","3.49239294905918","1.97816090532997","2.10200849577542","112.803452515846","8697.5848465606","7.14487049733995","3.67560781503093","0.86475789509907","0.171386230528651","166.5","88.5","78","583.50480102227","481313.5","283","6.7388778932214","NaN","NaN","0.707106781186548","0.707106781186548","1.4142135623731","22.7534776921109","1413.50645559191","13.0814754519511","6.34823199643047",NA,NA,"10","20","13","16","15","11","29","28","2","12","2","10","12","4","2","8","22","26","6","16","13","12","3","29","2","10","30","24","28","32","4","3","3","5","2","2","5","2","6"
"73","48","2","3","31","17","2018-11-09","09:08:13","0.0625","0.645833333333333","14.75","7.9375","6.8125","541.089752658887","38749.6458333333","24.734375","9.82017779907139","1.43034560186184","1.04705882352941","0.244623027395041","0.483321105250062","3.63493685742226","1.95051820719412","2.05929392981228","199.82962569669","8984.58981052483","7.73796358560362","3.67174282851701","1.14641347421894","0.0815082732973616","160.5","85","75.5","664.246669031851","483993.5","271.75","10.42270930141","NaN","NaN","12.0208152801713","1.4142135623731","10.6066017177982","165.769739798557","1441.79072683937","13.4350288425444","8.02242242945396",NA,NA,"6","9","16","17","22","19","16","15","3","13","3","4","17","6","4","10","16","30","12","19","17","8","2","21","4","12","23","25","28","37","5","6","2","3","3","3","2","4","4"
"74","48","2","7","25","23","2018-11-07","11:58:03","0.145833333333333","0.520833333333333","14.5208333333333","7.5625","6.95833333333333","598.68385027837","38683.9375","24.1770833333333","8.21488770853227","1.75304490695448","1.14057613851764","0.356673957637416","0.504852341308647","3.90847188582309","1.90079770488435","2.54289442500816","354.321650633158","9402.5478131722","7.88985989637314","3.98901352103729","2.22263618786286","0.205261459479225","142.5","85.5","57","842.466208791208","480254.5","272","12.2137936363218","NaN","NaN","2.12132034355964","4.94974746830583","2.82842712474619","137.620463028327","358.50313806158","7.42462120245875","0.521047040761655",NA,NA,"2","8","14","15","23","7","4","6","3","10","2","0","21","2","4","14","10","25","8","19","23","12","6","27","6","14","19","20","27","35","7","2","6","1","2","3","0","4","6"
"75","40","2","37","37","3","2019-02-27","12:39:17","0.925","0.925","13","7.35","5.65","289.163722156112","30370.75","20.9375","9.35028145755153","1.0536556759836","1.02696078431373","0.266746782836918","0.266746782836918","3.038218101251","1.51149442096734","1.92886309014218","112.58175785232","7279.45669552689","5.72353161103912","3.21560484633327","0.159149721352413","0.118148102449937","161","84","77","589.107645403378","483093.5","276","12.35973281305","NaN","NaN","5.65685424949238","4.24264068711928","1.4142135623731","130.009806978264","3534.82679915155","15.9099025766973","0.314657877751142",NA,NA,"4","10","15","17","21","17","16","16","3","16","4","6","22","4","5","8","18","25","12","19","18","6","3","25","4","8","19","24","33","33","4","5","3","2","4","3","3","5","3"
"76","48","2","3","25","23","2018-11-05","10:41:10","0.0625","0.520833333333333","13.875","7.125","6.75","645.428648878695","37315.1666666667","22.046875","8.1523413764294","1.32180166415688","1.19855758395312","0.244623027395041","0.504852341308647","4.12375061672456","1.98531845347343","2.60523205157491","453.437895488368","10939.3232361627","7.94707497541665","3.49566705637303","0.392590576668114","0.278760454723124","161","75.5","85.5","662.526315789474","481699","263.5","0.75","NaN","NaN","11.3137084989848","9.19238815542512","2.12132034355964","185.829522903143","1583.91918985787","22.6274169979695","1.06066017177982",NA,NA,"4","15","25","20","19","8","21","24","3","14","3","8","32","4","5","0","21","38","14","13","18","4","3","4","2","0","30","35","21","41","0","2","3","2","3","3","4","5","2"
"78","48","2","42","41","7","2019-02-22","09:37:42","0.875","0.854166666666667","13.2083333333333","7.66666666666667","5.54166666666667","542.960624002904","33815.5208333333","21.7916666666667","9.19344131443575","1.1373455192259","1.0742058130154","0.334218682391596","0.356673957637416","3.01738461735955","1.70522767349105","1.87886717039061","319.775693854672","8513.51720698322","6.2482621697432","3.43308547502605","0.307440367975048","0.201204712831435","159.5","91","68.5","559.394634185177","481132.5","292.75","7.5050999176196","NaN","NaN","0.707106781186548","1.4142135623731","0.707106781186548","104.791862661194","659.730626847049","2.82842712474619","6.72472679393683",NA,NA,"10","11","16","13","19","16","25","20","3","8","2","10","10","8","2","10","14","18","8","20","23","8","6","19","8","12","20","18","29","26","5","4","6","5","2","3","5","2","4"
"79","48","2","47","46","2","2019-02-27","17:50:05","0.979166666666667","0.958333333333333","12.25","7.33333333333333","4.91666666666667","288.289748000502","28603.3541666667","20.828125","9.47696303219105","1.03660898094885","1.02000701440626","0.144337567297406","0.201940936523459","2.99289939832776","1.90557226936132","1.49940886697212","56.2152642349442","6999.79875543419","6.54488517404923","3.57829372434488","0.135947357517351","0.0732518715531967","168","92.5","75.5","407.804324440619","483151.5","303","9.51213218188055","NaN","NaN","1.4142135623731","7.77817459305202","6.36396103067893","55.60996249745","2017.37564672522","33.587572106361","6.1978772744276",NA,NA,"8","12","17","20","22","15","19","17","3","27","5","6","20","6","4","8","13","25","12","20","17","6","3","19","4","8","21","25","36","38","4","4","3","4","5","3","3","4","3"
"80","48","2","48","47","1","2019-03-13","13:23:21","1","0.979166666666667","12.0416666666667","7.20833333333333","4.83333333333333","383.754330044955","29248.375","20.3072916666667","9.52704349095786","1.0080224772836","1.0080224772836","0","0.144337567297406","2.95324079710303","1.785977690806","1.56195912624394","127.890351714274","6907.68236720322","5.89474152234415","3.59184576336599","0.0402993872518326","0.0402993872518326","161","89","72","537.271885620532","484351.5","290.25","3.31066017177982","NaN","NaN","1.4142135623731","1.4142135623731","0","31.822208305469","3035.60941163385","3.88908729652601","1.68198051533947",NA,NA,"6","12","19","20","22","16","18","18","4","16","4","6","23","2","5","6","15","26","12","14","16","8","4","18","4","8","24","22","24","39","3","5","4","3","4","4","3","5","4"
"81","48","2","29","39","9","2019-04-15","16:03:52","0.604166666666667","0.8125","14.625","8.0625","6.5625","342.066062476574","35188.1666666667","24.015625","8.80788430853582","1.36025685001451","1.21789609737125","0.49420399497827","0.394442779605583","3.4984799130662","1.8031444166328","2.3238472319511","147.403170213487","8745.43447416102","6.64074428866575","3.44069467366608","0.604416736371857","0.388817602131561","159.5","87","72.5","628.326543259235","480385.5","282.875","11.6657371116765","NaN","NaN","14.8492424049175","5.65685424949238","9.19238815542512","189.606589777623","453.255446740577","11.1369318036881","0.619399130211639",NA,NA,"12","12","18","20","19","12","28","22","3","20","4","6","20","2","3","6","17","21","14","14","14","6","4","14","2","6","25","23","26","31","3","4","4","6","4","3","3","3","3"
"82","48","2","48","48","0","2019-04-26","12:11:20","1","1","12.3333333333333","7.41666666666667","4.91666666666667","216.534073813577","28144.9375","21.140625","9.13262809130729","1.02141244995666","1.02141244995666","0","0","3.1779381334667","1.9875499012425","1.39655096932732","40.9373117768428","7128.27808698372","6.36999829862364","3.65646468891862","0.0667292010912331","0.0667292010912331","179.5","98","81.5","326.425824175824","481267","309.25","13.0051392670787","NaN","NaN","4.94974746830583","4.24264068711928","0.707106781186548","20.6109971109598","1149.75562620933","16.2634559672906","0.598084682779374",NA,NA,"10","15","20","12","18","14","31","25","3","15","3","12","18","4","3","8","9","25","10","19","25","10","4","30","6","10","21","17","30","37","4","4","4","5","3","3","6","3","5"
"83","48","2","42","43","5","2019-04-25","10:48:11","0.875","0.895833333333333","13.5416666666667","7.54166666666667","6","339.263560537366","32220.8125","21.9479166666667","9.18898276299563","1.12937146378103","1.12688448674542","0.334218682391596","0.308709278188584","3.56673957637417","2.18270116991839","1.95698421916033","235.218042576706","8910.04575448827","7.29852767383078","3.27386360828508","0.252539867505379","0.256953669842312","169.5","94","75.5","388.222327908124","480274","300.875","9.93346169607441","NaN","NaN","3.53553390593274","4.24264068711928","0.707106781186548","152.148026111429","462.447834896002","3.71231060122937","2.66273871516637",NA,NA,"6","14","14","17","15","14","15","18","2","20","4","6","24","4","5","12","19","23","15","20","12","12","3","28","6","11","27","24","33","34","6","4","3","3","4","2","3","5","6"
"84","48","2","46","47","1","2019-04-30","15:11:27","0.958333333333333","0.979166666666667","12.2291666666667","7.27083333333333","4.95833333333333","229.088395892302","28016","20.8020833333333","9.65580027531898","1.04864165752244","1.04612358276041","0.201940936523459","0.144337567297406","3.30209207272262","2.06015474871488","1.67533208309651","96.5196142390285","7631.16692785914","7.02578047707561","3.5362710558211","0.133241534916792","0.133724121392685","180.5","101","79.5","258.98729946524","482191.5","334.125","10.52543977303","NaN","NaN","10.6066017177982","4.24264068711928","6.36396103067893","16.6349706263901","1771.3024868723","4.06586399182265","1.11478032303982",NA,NA,"10","14","18","20","21","16","23","22","2","16","3","6","23","5","5","8","17","29","19","24","20","8","4","18","2","8","32","25","30","40","4","5","4","5","3","2","3","5","4"
"85","48","2","13","29","19","2019-05-10","10:54:27","0.270833333333333","0.604166666666667","14.7291666666667","7.45833333333333","7.27083333333333","557.870250338435","39086.6041666667","23.0052083333333","8.86436317549673","1.29684571758701","1.2389553014553","0.449092860289629","0.49420399497827","3.4440178375334","1.55684259488499","2.68755669575691","306.362748707052","8516.8390643767","6.52011812632299","3.15383806590285","0.417154810677689","0.384701706448255","158","79.5","78.5","660.423499938898","481598.5","260","9.02377805818628","NaN","NaN","14.142135623731","7.77817459305202","6.36396103067893","203.22100263211","772.867711836896","8.1317279836453","1.00889004018862",NA,NA,"4","15","16","13","14","5","19","29","2","18","4","8","16","2","3","8","14","30","10","25","25","4","5","15","2","10","33","17","32","32","4","2","5","2","4","2","4","3","2"
"86","48","2","10","37","11","2019-04-29","16:10:47","0.208333333333333","0.770833333333333","14.2291666666667","8.04166666666667","6.1875","469.891653301137","35437.8958333333","24.7864583333333","9.41607029661839","1.58824782529588","1.11352112676056","0.410414079086058","0.424744395393794","4.6687716883581","2.68928791756221","2.38484800354236","296.503553573242","11141.817102727","9.57820408911269","3.58822918490135","1.39408099337048","0.239810258042605","150.5","78","72.5","806.232401656315","482867","246.125","14.1609067095883","NaN","NaN","16.2634559672906","11.3137084989848","4.94974746830583","256.187129206598","659.023520065862","24.5719606462325","3.40953696631607",NA,NA,"12","3","12","14","7","4","18","16","3","22","4","8","11","2","2","6","14","22","7","33","19","16","3","33","4","6","20","13","37","24","3","1","3","6","4","3","4","2","8"
"87","48","2","30","31","17","2019-05-08","13:11:22","0.625","0.645833333333333","15.5208333333333","7.8125","7.70833333333333","311.218504883346","37801.5208333333","25.1510416666667","8.71967227332713","1.54159870042219","1.20969081232718","0.489246054790082","0.483321105250062","4.3023476190867","2.1403544148754","2.79024389487869","95.3636536100437","10495.1263136745","8.36178929227709","4.07964235342392","1.04376347822929","0.312311566715341","163","87.5","75.5","526.359501296325","479726","287.25","12.3545811838983","NaN","NaN","5.65685424949238","4.94974746830583","0.707106781186548","49.0517181053494","1535.83592873718","9.89949493661167","0.321943381565863",NA,NA,"8","6","11","15","15","11","20","16","2","11","2","8","19","4","4","10","19","38","8","22","25","10","5","25","2","10","22","24","36","32","5","3","5","4","2","2","4","4","5"
"88","48","2","31","41","7","2019-08-01","14:50:43","0.645833333333333","0.854166666666667","13.9375","7.875","6.0625","289.097518223413","33284.1875","24.1666666666667","8.62152980047872","1.29864037813372","1.19418253849673","0.483321105250062","0.356673957637416","3.94324766248071","2.16966513741421","2.1675189267622","191.374822591713","9356.23641750602","8.38364246571309","3.56847230908721","0.41004616968477","0.260005621127154","152","82","70","798.867807017544","481962.5","275.125","9.27835063574205","NaN","NaN","1.4142135623731","0","1.4142135623731","89.1504102723238","47.3761543394987","3.3587572106361","6.40405488424723",NA,NA,"8","15","6","17","15","11","17","20","0","15","2","4","22","4","2","4","19","31","13","21","17","11","4","18","4","4","30","19","34","32","2","3","4","4","2","0","2","2","6"
"89","48","2","30","38","10","2019-05-10","14:57:13","0.625","0.791666666666667","14.4791666666667","8.27083333333333","6.20833333333333","403.04933101966","36354.3958333333","24.9010416666667","9.16874166659774","1.25819706565894","1.22622333399279","0.489246054790082","0.410414079086058","3.60253801393462","2.19030342144968","1.94562611847904","169.962259288906","9478.3355275015","8.00959191979412","3.45188187976617","0.40629687465609","0.30358888079649","163.5","93.5","70","424.223886532343","481219","309.5","4.98121471129282","NaN","NaN","2.12132034355964","3.53553390593274","5.65685424949238","34.995599421709","254.558441227157","17.6776695296637","7.04450140180269",NA,NA,"6","8","12","16","17","15","14","11","2","17","3","4","21","6","4","8","14","30","20","20","24","10","5","22","10","8","28","25","26","42","4","4","5","3","3","2","2","4","5"
